CODE,TITLE
2656,ผู้ประกาศทางวิทยุ โทรทัศน์  และผู้ประกาศด้านอื่นๆ
2659,ผู้สร้างสรรค์งานศิลปะและศิลปินการแสดง  ซึ่งมิได้จัดประเภทไว้ในที่อื่น
3111,ช่างเทคนิคด้านเคมีและวิทยาศาสตร์กายภาพ
3112,ช่างเทคนิคด้านวิศวกรรมโยธา
3113,ช่างเทคนิคด้านวิศวกรรมไฟฟ้า
3114,ช่างเทคนิคด้านวิศวกรรมอิเล็กทรอนิกส์
3115,ช่างเทคนิคด้านวิศวกรรมเครื่องกล
3116,ช่างเทคนิคด้านวิศวกรรมเคมี
3117,ช่างเทคนิคด้านเหมืองแร่และโลหะวิทยา
3118,ช่างเขียนแบบ
3119,ช่างเทคนิคด้านวิทยาศาสตร์กายภาพและวิศวกรรมศาสตร์  ซึ่งมิได้จัดประเภทไว้ในที่อื่น
3121,หัวหน้าคุมงานด้านเหมืองแร่
3122,หัวหน้าคุมงานด้านการผลิต
3123,หัวหน้าคุมงานด้านการก่อสร้าง
3131,ช่างเทคนิคควบคุมเครื่องจักรโรงงานผลิตพลังงาน
3132,ช่างเทคนิคควบคุมเครื่องจักรไอน้ำและหม้อน้ำ
3133,ช่างเทคนิคควบคุมเครื่องจักรโรงงานแปรรูปทางเคมี
3134,ช่างเทคนิคควบคุมเครื่องจักรโรงงานกลั่นปิโตรเลียมและก๊าซธรรมชาติ
3135,ช่างเทคนิคควบคุมกระบวนการผลิตโลหะ
3139,ช่างเทคนิคควบคุมกระบวนการอื่นๆ  ซึ่งมิได้จัดประเภทไว้ในที่อื่น
3141,เจ้าหน้าที่เทคนิคด้านวิทยาศาสตร์สิ่งมีชีวิต  (ยกเว้นแพทย์)
3142,เจ้าหน้าที่เทคนิคด้านการเกษตรและการประมง
3143,เจ้าหน้าที่เทคนิคด้านการป่าไม้
3151,ช่างเทคนิคหรือช่างเครื่องประจำเรือ
3152,เจ้าหน้าที่ประจำห้องบังคับการเรือและผู้นำร่อง
3153,นักบินและผู้ประกอบวิชาชีพอื่นๆ ที่เกี่ยวข้อง
3154,ผู้ควบคุมการจราจรทางอากาศ
3155,ช่างเทคนิคความปลอดภัยด้านการจราจรทางอากาศ
3211,เจ้าหน้าที่เทคนิคด้านการสร้างภาพทางการแพทย์และอุปกรณ์การบำบัดรักษาโรค
3212,เจ้าหน้าที่เทคนิคในห้องปฏิบัติการทางการแพทย์และพยาธิวิทยา
3213,เจ้าหน้าที่เทคนิคด้านเภสัชกรรมและผู้ช่วย
3214,เจ้าหน้าที่เทคนิคด้านอุปกรณ์การแพทย์เทียมและฟันเทียม
3221,ผู้ประกอบวิชาชีพที่เกี่ยวข้องกับการพยาบาล
3222,ผู้ประกอบวิชาชีพที่เกี่ยวข้องกับการผดุงครรภ์
3230,ผู้ประกอบวิชาชีพที่เกี่ยวข้องกับแพทย์แผนโบราณและแพทย์ทางเลือก
3240,ผู้ช่วยและผู้ประกอบวิชาชีพที่เกี่ยวข้องกับสัตวแพทย์
3251,ผู้ช่วยทันตแพทย์และนักทันตกรรมบำบัด
3252,เจ้าหน้าที่เวชระเบียนและเจ้าหน้าที่เทคนิคด้านข้อมูลสุขภาพ
3253,เจ้าหน้าที่ด้านสุขภาพของชุมชน
3254,ผู้ตรวจวัดสายตาและช่างประกอบแว่นตา
3255,เจ้าหน้าที่เทคนิคและผู้ช่วยด้านกายภาพบำบัด
3256,ผู้ช่วยด้านการแพทย์
3257,ผู้ตรวจสอบด้านสิ่งแวดล้อม การทำงาน สุขภาพ และงานที่เกี่ยวข้อง
3258,ผู้ปฏิบัติงานด้านรถพยาบาล
3259,ผู้ประกอบวิชาชีพอื่นๆ  ที่เกี่ยวข้องกับด้านสุขภาพ   ซึ่งมิได้จัดประเภทไว้ในที่อื่น
3311,นายหน้าค้าหลักทรัพย์และการเงิน
3312,เจ้าหน้าที่สินเชื่อและให้กู้ยืม
3313,ผู้ประกอบวิชาชีพที่เกี่ยวข้องทางด้านบัญชี
3314,ผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านสถิติ คณิตศาสตร์  และคณิตศาสตร์ประกันภัย
3315,ผู้ประเมินราคาและมูลค่าความเสียหาย
3321,ตัวแทนขายประกันภัย
3322,ตัวแทนขายด้านการค้า
3323,ผู้จัดซื้อ
3324,นายหน้าทางการค้า
3331,ตัวแทนพิธีการศุลกากรและตัวแทนผู้รับจัดการขนส่งสินค้า
3332,นักวางแผนการจัดงานและการประชุม
3333,ตัวแทนจัดหางานและผู้ทำสัญญาด้านแรงงาน
3334,ตัวแทนอสังหาริมทรัพย์และผู้จัดการทรัพย์สิน
3339,ตัวแทนการให้บริการทางธุรกิจ   ซึ่งมิได้จัดประเภทไว้ในที่อื่น
3341,หัวหน้าคุมงานในสำนักงาน
3342,เลขานุการด้านกฎหมาย
3343,เลขานุการด้านการบริหารและเลขานุการผู้บริหาร
3344,เลขานุการด้านการแพทย์
3351,เจ้าหน้าที่ประจำด่านศุลกากรและบริเวณพรมแดน
3352,เจ้าหน้าที่สรรพากรและสรรพสามิตของรัฐ
3353,เจ้าหน้าที่ด้านการดูแลสิทธิประโยชน์ทางสังคมของรัฐ
3354,เจ้าหน้าที่ด้านการออกใบอนุญาตของรัฐ
3355,ตำรวจสืบสวนและนักสืบ
3359,ผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านกฎระเบียบของรัฐ  ซึ่งมิได้จัดประเภทไว้ในที่อื่น
3411,ผู้ประกอบวิชาชีพที่เกี่ยวข้องกับกฎหมายและงานที่เกี่ยวข้อง
3412,ผู้ประกอบวิชาชีพที่เกี่ยวข้องกับงานสังคมสงเคราะห์
3413,ผู้ประกอบวิชาชีพที่เกี่ยวข้องกับศาสนา
3421,นักกรีฑาและนักกีฬา
3422,เจ้าหน้าที่และผู้ฝึกสอนกีฬา
3423,ผู้ฝึกสอนและผู้ดูแลโปรแกรมการสร้างสมรรถภาพของร่างกายและการนันทนาการ
3431,ช่างถ่ายภาพ
3432,นักออกแบบตกแต่งภายในและมัณฑนากร
3433,ช่างเทคนิคดูแลห้องแสดงภาพ  ห้องสมุด  และพิพิธภัณฑ์
3434,หัวหน้าพ่อครัว/ แม่ครัว
3435,ผู้ประกอบวิชาชีพ ที่เกี่ยวข้องกับด้านศิลปะ วัฒนธรรม  ซึ่งมิได้จัดประเภทไว้ในที่อื่น
3511,ช่างเทคนิคปฏิบัติการด้านเทคโนโลยีสารสนเทศและการสื่อสาร
3512,ช่างเทคนิคให้ความช่วยเหลือและแก้ปัญหาด้านเทคโนโลยีสารสนเทศและการสื่อสารกับผู้ใช้งาน
3513,ช่างเทคนิคด้านเครือข่ายและระบบคอมพิวเตอร์
3514,ช่างเทคนิคด้านเว็บไซต์
3521,ช่างเทคนิคด้านการแพร่ภาพกระจายเสียงและโสตทัศนูปกรณ์
3522,ช่างเทคนิควิศวกรโทรคมนาคม
4110,เสมียนทั่วไป
4120,เลขานุการทั่วไป
4131,พนักงานพิมพ์ดีดและเจ้าหน้าที่เครื่องประมวลผลคำ
4132,เจ้าหน้าที่บันทึกข้อมูล
4211,เสมียนรับฝาก- ถอนเงินของธนาคาร  และเสมียนที่เกี่ยวข้อง
4212,เจ้ามือรับพนัน  คนเก็บและจ่ายเงินพนัน  และพนักงานที่เกี่ยวข้องกับการพนัน
4213,เสมียนโรงรับจำนำและผู้ให้กู้ยืมเงิน
4214,พนักงานเร่งรัดหนี้สินและพนักงานที่เกี่ยวข้อง
4221,เสมียนและเจ้าหน้าที่ให้คำปรึกษาด้านการท่องเที่ยว
4222,พนักงานศูนย์บริการข้อมูลข่าวสาร
4223,พนักงานควบคุมแผงเครื่องติดต่อทางโทรศัพท์ (พนักงานต่อโทรศัพท์)
4224,พนักงานต้อนรับของโรงแรม
4225,พนักงานบริการติดต่อสอบถาม
4226,พนักงานต้อนรับทั่วไป
4227,พนักงานสัมภาษณ์ในโครงการสำรวจและวิจัยตลาด
4229,พนักงานให้บริการข้อมูลข่าวสารแก่ลูกค้า   ซึ่งมิได้จัดประเภทไว้ในที่อื่น
4311,เสมียนด้านบัญชีและการลงรายการบัญชี
4312,เสมียนด้านสถิติ  การเงิน  และการประกันภัย
4313,เสมียนงานเงินเดือน
4321,เสมียนคลังสินค้า
4322,เสมียนด้านการผลิต
4323,เสมียนด้านการขนส่ง
4411,เสมียนห้องสมุด
4412,เสมียนรับส่งและแยกประเภทจดหมาย  ไปรษณียภัณฑ์
4413,เสมียนลงรหัส   เสมียนพิสูจน์อักษร  และเสมียนที่เกี่ยวข้อง
4414,เสมียนช่วยกรอกแบบฟอร์มและเจ้าหน้าที่ที่เกี่ยวข้อง
4415,เสมียนจัดเก็บและทำสำเนาเอกสาร
4416,เสมียนด้านบุคลากร
4419,เสมียนอื่นๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น
5111,พนักงานต้อนรับและบริการในการเดินทาง
5112,พนักงานดูแลและเก็บค่าโดยสารยานพาหนะ
5113,มัคคุเทศก์
5120,พ่อครัว/แม่ครัว
5131,พนักงานเสิร์ฟอาหารและเครื่องดื่ม
5132,พนักงานผสมเครื่องดื่ม (บาร์เทนเดอร์)
5141,ช่างแต่งผม
5142,ช่างเสริมสวยและผู้ปฏิบัติงานที่เกี่ยวข้อง
5151,หัวหน้าคุมงานด้านการทำความสะอาดและงานแม่บ้านในสำนักงาน โรงแรม และสถานประกอบการอื่นๆ
5152,พนักงานดูแลงานบ้าน/แม่บ้าน
5153,พนักงานดูแลความเรียบร้อยของอาคารสถานที่
5161,โหร ผู้ทำนายโชคชะตา  และผู้ประกอบอาชีพที่เกี่ยวข้อง
5162,เพื่อนร่วมกิจกรรมและผู้ดูแลของใช้ส่วนตัว
5163,สัปเหร่อและเจ้าหน้าที่ฉีดยาศพ
5164,ช่างตัดแต่งขนสัตว์เลี้ยงและพนักงานดูแลสัตว์เลี้ยง
5165,ครูสอนขับรถ
5169,พนักงานบริการส่วนบุคคล  ซึ่งมิได้จัดประเภทไว้ในที่อื่น
5211,ผู้จำหน่ายสินค้าตามแผงลอยและตลาด
5212,ผู้จำหน่ายอาหารตามถนน
5221,เจ้าของร้านค้า
5222,หัวหน้าคุมงานในร้านค้า
5223,พนักงานช่วยขายในร้านค้า
5230,พนักงานแคชเชียร์และเสมียนขายตั๋ว
5241,นายแบบและนางแบบแฟชั่น  และผู้แสดงแบบอื่นๆ
5242,พนักงานสาธิตสินค้า
5243,ผู้จำหน่ายสินค้าตามบ้าน
5244,พนักงานขายในศูนย์บริการลูกค้า
5245,พนักงานบริการในสถานีบริการน้ำมันเชื้อเพลิง
5246,พนักงานเคาน์เตอร์บริการอาหาร
5249,ผู้จำหน่ายสินค้าอื่นๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น
5311,ผู้ปฏิบัติงานดูแลเด็ก
5312,ครูผู้ช่วย
5321,ผู้ช่วยงานดูแลสุขภาพ
5322,ผู้ดูแลส่วนบุคคลตามบ้าน
5329,ผู้ดูแลส่วนบุคคลด้านสุขภาพ  ซึ่งมิได้จัดประเภทไว้ในที่อื่น
5411,พนักงานดับเพลิง
5412,เจ้าหน้าที่ตำรวจ
5413,ผู้คุมนักโทษ
5414,พนักงานรักษาความปลอดภัย
5419,ผู้ให้บริการด้านการป้องกันภัย  ซึ่งมิได้จัดประเภทไว้ในที่อื่น
6111,ผู้ปฏิบัติงานด้านการปลูกพืชไร่และพืชผัก
6112,ผู้ปฏิบัติงานด้านการปลูกไม้ยืนต้นและไม้ผล
6113,ผู้ปฏิบัติงานด้านการปลูกพืชสวน  ไม้ดอกไม้ประดับ  และพืชในเรือนเพาะชำ
6114,ผู้ปฏิบัติงานด้านการปลูกพืชแบบผสมผสาน
6121,ผู้เลี้ยงปศุสัตว์และผลิตผลิตภัณฑ์นม
6122,ผู้เลี้ยงสัตว์ปีก
6123,ผู้เลี้ยงผึ้งและไหม
6129,ผู้เลี้ยงสัตว์เพื่อการค้าขาย  ซึ่งมิได้จัดประเภทไว้ในที่อื่น
6130,ผู้ปฏิบัติงานด้านการปลูกพืชร่วมกับการเลี้ยงสัตว์
6210,ผู้ปฏิบัติงานด้านการป่าไม้และงานที่เกี่ยวข้อง
6221,ผู้ปฏิบัติงานด้านการเพาะเลี้ยงสัตว์น้ำ
6222,ผู้ปฏิบัติงานด้านการประมงน้ำจืดและประมงชายฝั่งทะเล
6223,ผู้ปฏิบัติงานด้านการประมงทะเลน้ำลึก
6224,ผู้ปฏิบัติงานด้านการล่าสัตว์และวางกับดักสัตว์ต่างๆ
6310,ผู้ปฏิบัติงานด้านการปลูกพืชเพื่อการดำรงชีพ
6320,ผู้ปฏิบัติงานด้านการเลี้ยงสัตว์เพื่อการดำรงชีพ
6330,ผู้ปฏิบัติงานด้านการปลูกพืชร่วมกับการเลี้ยงสัตว์เพื่อการดำรงชีพ
6340,ผู้ปฏิบัติงานด้านการประมง  ล่าสัตว์  และเก็บพืชผลเพื่อการดำรงชีพ
7111,ช่างก่อสร้างที่อยู่อาศัย
7112,ช่างก่ออิฐและผู้ปฏิบัติงานที่เกี่ยวข้อง
7113,ช่างหิน ตัดหิน  เจาะสกัดหิน  และแกะหิน
7114,ช่างหล่อเทคอนกรีต  ตกแต่งผิวซีเมนต์  และผู้ปฏิบัติงานที่เกี่ยวข้อง
7115,ช่างไม้
7119,ช่างก่อสร้างโครงสร้างอาคาร  สิ่งปลูกสร้าง  และผู้ปฏิบัติงานที่เกี่ยวข้อง  ซึ่งมิได้จัดประเภทไว้ในที่อื่น
7121,ช่างมุงหลังคา
7122,ช่างปูพื้นและกระเบื้อง
7123,ช่างฉาบปูนและตกแต่งงานปูน
7124,ช่างติดตั้งฉนวน
7125,ช่างติดกระจก
7126,ช่างประปาและวางท่อ
7127,ช่างเครื่องระบบปรับอากาศและระบบทำความเย็น
7131,ช่างทาสีและผู้ปฏิบัติงานที่เกี่ยวข้อง
7132,ช่างพ่นสีและขัดเงา
7133,ช่างทำความสะอาดโครงสร้างอาคาร  สิ่งปลูกสร้าง
7211,ช่างทำแบบหล่อโลหะและแกนแบบหล่อโลหะ
7212,ช่างเชื่อมและช่างตัดโลหะด้วยเปลวไฟ
7213,ช่างโลหะแผ่น
7214,ช่างเตรียมและติดตั้งโครงสร้างโลหะ
7215,ช่างติดตั้งเครื่องยกและฟั่นต่อสายเคเบิล
7221,ช่างเหล็ก  ช่างตีเหล็ก  และช่างคุมเครื่องอัดขึ้นรูปโลหะ
7222,ช่างทำเครื่องมือและผู้ปฏิบัติงานที่เกี่ยวข้อง
7223,ช่างปรับตั้งและใช้เครื่องมือกลงานโลหะ
7224,ช่างขัดเงาโลหะ  ช่างเจียระไนโลหะ และช่างลับเครื่องมือ
7231,ช่างเครื่องและช่างซ่อมเครื่องยนต์ยานยนต์
7232,ช่างเครื่องและช่างปรับเครื่องยนต์อากาศยาน
7233,ช่างเครื่องและช่างปรับเครื่องจักรกลทางการเกษตรหรืออุตสาหกรรม
7234,ช่างซ่อมรถจักรยานและผู้ปฏิบัติงานที่เกี่ยวข้อง
7311,ช่างทำและซ่อมเครื่องมือที่มีความเที่ยงตรงแม่นยำ
7312,ช่างทำเครื่องดนตรีและปรับเสียงดนตรี
7313,ช่างทำเครื่องเพชรพลอยและรูปพรรณ  และโลหะมีค่า
7314,ช่างทำเครื่องปั้นดินเผาและผู้ปฏิบัติงานที่เกี่ยวข้อง
7315,ช่างทำเครื่องแก้ว  ช่างตัด  ช่างเจียระไน  และช่างตกแต่งเครื่องแก้ว
7316,ช่างเขียนเครื่องหมาย ช่างลงสี  ช่างแกะสลัก  และช่างกัดลายแก้ว
7317,ช่างงานหัตถกรรมไม้  เครื่องจักสาน และวัสดุที่เกี่ยวข้อง
7318,ช่างงานหัตถกรรมสิ่งทอ  เครื่องหนัง  และวัสดุที่เกี่ยวข้อง
7319,ช่างงานหัตถกรรม   ซึ่งมิได้จัดประเภทไว้ในที่อื่น
7321,ช่างเทคนิคงานก่อนงานพิมพ์
7322,ช่างพิมพ์
7323,ช่างตกแต่งงานพิมพ์และเข้าเล่ม
7411,ช่างเดินสายไฟภายในอาคารและอุปกรณ์ไฟฟ้าที่เกี่ยวข้อง
7412,ช่างเครื่องและช่างปรับอุปกรณ์ไฟฟ้า
7413,ช่างติดตั้งและซ่อมสายส่งกระแสไฟฟ้า
7421,ช่างเครื่องและผู้ให้บริการด้านอุปกรณ์อิเล็กทรอนิกส์
7422,ช่างติดตั้งและผู้ให้บริการด้านอุปกรณ์เทคโนโลยีสารสนเทศและการสื่อสาร
7511,ผู้ฆ่าชำแหละเนื้อสัตว์และสัตว์น้ำ  และผู้จัดเตรียมอาหารที่เกี่ยวข้อง
7512,ผู้ทำขนมปัง ขนมเค้ก  ขนมหวาน  และลูกกวาด
7513,ผู้ผลิตผลิตภัณฑ์นม
7514,ผู้ถนอมผลไม้  พืชผัก  และผู้ถนอมอาหารที่เกี่ยวข้อง
7515,ผู้ชิมรสและจัดระดับชั้นคุณภาพของอาหารและเครื่องดื่ม
7516,ผู้เตรียมใบยาสูบและผลิตผลิตภัณฑ์ยาสูบ
7521,ช่างอัดน้ำยาและอบไม้
7522,ช่างทำเฟอร์นิเจอร์ไม้และผู้ปฏิบัติงานที่เกี่ยวข้อง
7523,ช่างปรับตั้งและใช้เครื่องจักรงานไม้
7531,ช่างตัดเย็บเสื้อผ้า   ช่างทำเสื้อผ้าขนสัตว์  และช่างทำหมวก
7532,ช่างสร้างแบบและตัดวัสดุเพื่อผลิตเครื่องแต่งกายและสิ่งของที่เกี่ยวข้อง
7533,ช่างเย็บ  ช่างปัก  และผู้ปฏิบัติงานที่เกี่ยวข้อง
7534,ช่างหุ้มเบาะและผู้ปฏิบัติงานที่เกี่ยวข้อง
7535,ช่างตกแต่งหนังสัตว์ ช่างฟอกหนัง  และช่างถากหนังขูดขนสัตว์
7536,ช่างทำรองเท้าและผู้ปฏิบัติงานที่เกี่ยวข้อง
7541,ผู้ปฏิบัติงานใต้น้ำ
7542,ผู้ปฏิบัติงานด้านวัตถุระเบิดและผู้ปฏิบัติงานจุดระเบิด
7543,ผู้คัดคุณภาพและทดสอบผลิตภัณฑ์  (ยกเว้นอาหารและเครื่องดื่ม)
7544,ผู้รมยาและกำจัดแมลงและสัตว์ศัตรูพืช
7549,ช่างฝีมืออื่นๆ  และผู้ปฏิบัติงานที่เกี่ยวข้อง  ซึ่งมิได้จัดประเภทไว้ในที่อื่น
8111,ผู้ปฏิบัติงานในเหมืองแร่และเหมืองหิน
8112,ผู้ควบคุมเครื่องจักรโรงงานแปรรูปแร่และหิน
8113,ผู้ควบคุมเครื่องจักรขุดเจาะบ่อและผู้ปฏิบัติงานที่เกี่ยวข้อง
8114,ผู้ควบคุมเครื่องจักรผลิตผลิตภัณฑ์ซีเมนต์  หิน  และแร่อื่นๆ
8121,ผู้ควบคุมเครื่องจักรโรงงานแปรรูปโลหะ
8122,ผู้ควบคุมเครื่องจักรตกแต่ง  ชุบ  และเคลือบผิวโลหะ
8131,ผู้ควบคุมเครื่องจักรโรงงานและเครื่องจักรผลิตผลิตภัณฑ์เคมี
8132,ผู้ควบคุมเครื่องจักรผลิตผลิตภัณฑ์ด้านการถ่ายภาพ
8141,ผู้ควบคุมเครื่องจักรผลิตผลิตภัณฑ์ยาง
8142,ผู้ควบคุมเครื่องจักรผลิตผลิตภัณฑ์พลาสติก
8143,ผู้ควบคุมเครื่องจักรผลิตผลิตภัณฑ์กระดาษ
8151,ผู้ควบคุมเครื่องจักรจัดเตรียมเส้นใย  ปั่น  และกรอเส้นใย
8152,ผู้ควบคุมเครื่องจักรทอผ้าและเครื่องจักรถักนิต
8153,ผู้ควบคุมเครื่องจักรเย็บผ้า
8154,ผู้ควบคุมเครื่องจักรฟอก  ย้อม  และทำความสะอาดเส้นใย
8155,ผู้ควบคุมเครื่องจักรจัดเตรียมขนสัตว์และหนังฟอก
